"activity" "subject" "variable" "value"
"92" "SITTING" 2 "tBodyAcc.mean.X-average" 0.27708735173913
"93" "SITTING" 3 "tBodyAcc.mean.X-average" 0.257197599134615
"94" "SITTING" 4 "tBodyAcc.mean.X-average" 0.27153827992
"95" "SITTING" 5 "tBodyAcc.mean.X-average" 0.273694139545455
"96" "SITTING" 6 "tBodyAcc.mean.X-average" 0.276778487454545
"97" "SITTING" 7 "tBodyAcc.mean.X-average" 0.284674637291667
"98" "SITTING" 8 "tBodyAcc.mean.X-average" 0.267491472934783
"99" "SITTING" 9 "tBodyAcc.mean.X-average" 0.24832674354
"100" "SITTING" 10 "tBodyAcc.mean.X-average" 0.270612056481481
"101" "SITTING" 11 "tBodyAcc.mean.X-average" 0.276590197358491
"102" "SITTING" 12 "tBodyAcc.mean.X-average" 0.275007224901961
"103" "SITTING" 13 "tBodyAcc.mean.X-average" 0.274328499591837
"104" "SITTING" 14 "tBodyAcc.mean.X-average" 0.279990577037037
"105" "SITTING" 15 "tBodyAcc.mean.X-average" 0.27290337979661
"106" "SITTING" 16 "tBodyAcc.mean.X-average" 0.280768574492754
"107" "SITTING" 17 "tBodyAcc.mean.X-average" 0.2773570196875
"108" "SITTING" 18 "tBodyAcc.mean.X-average" 0.27727001877193
"109" "SITTING" 19 "tBodyAcc.mean.X-average" 0.273830316164384
"110" "SITTING" 20 "tBodyAcc.mean.X-average" 0.278045439090909
"111" "SITTING" 21 "tBodyAcc.mean.X-average" 0.277539616823529
"112" "SITTING" 22 "tBodyAcc.mean.X-average" 0.273583822709677
"113" "SITTING" 23 "tBodyAcc.mean.X-average" 0.273351251617647
"114" "SITTING" 24 "tBodyAcc.mean.X-average" 0.273475690147059
"115" "SITTING" 25 "tBodyAcc.mean.X-average" 0.278541482461538
"116" "SITTING" 26 "tBodyAcc.mean.X-average" 0.258243530166667
"117" "SITTING" 27 "tBodyAcc.mean.X-average" 0.273941302571429
"118" "SITTING" 28 "tBodyAcc.mean.X-average" 0.276977629444444
"119" "SITTING" 29 "tBodyAcc.mean.X-average" 0.2771799775
"120" "SITTING" 30 "tBodyAcc.mean.X-average" 0.268336081379032
"121" "STANDING" 1 "tBodyAcc.mean.X-average" 0.278917629056604
"122" "STANDING" 2 "tBodyAcc.mean.X-average" 0.277911472222222
"123" "STANDING" 3 "tBodyAcc.mean.X-average" 0.280046513278689
"124" "STANDING" 4 "tBodyAcc.mean.X-average" 0.280499745892857
"125" "STANDING" 5 "tBodyAcc.mean.X-average" 0.282544390892857
"126" "STANDING" 6 "tBodyAcc.mean.X-average" 0.280346248596491
"127" "STANDING" 7 "tBodyAcc.mean.X-average" 0.282723539433962
"128" "STANDING" 8 "tBodyAcc.mean.X-average" 0.279620986111111
"129" "STANDING" 9 "tBodyAcc.mean.X-average" 0.282310057333333
"130" "STANDING" 10 "tBodyAcc.mean.X-average" 0.276650300681818
"131" "STANDING" 11 "tBodyAcc.mean.X-average" 0.277715562765957
"132" "STANDING" 12 "tBodyAcc.mean.X-average" 0.277405834918033
"133" "STANDING" 13 "tBodyAcc.mean.X-average" 0.277758431052632
"134" "STANDING" 14 "tBodyAcc.mean.X-average" 0.280545613833333
"135" "STANDING" 15 "tBodyAcc.mean.X-average" 0.278915803962264
"136" "STANDING" 16 "tBodyAcc.mean.X-average" 0.283497402948718
"137" "STANDING" 17 "tBodyAcc.mean.X-average" 0.277942503333333
"138" "STANDING" 18 "tBodyAcc.mean.X-average" 0.278458805890411
"139" "STANDING" 19 "tBodyAcc.mean.X-average" 0.27817226
"140" "STANDING" 20 "tBodyAcc.mean.X-average" 0.278076904657534
"141" "STANDING" 21 "tBodyAcc.mean.X-average" 0.27695224258427
"142" "STANDING" 22 "tBodyAcc.mean.X-average" 0.279053861587302
"143" "STANDING" 23 "tBodyAcc.mean.X-average" 0.277899323235294
"144" "STANDING" 24 "tBodyAcc.mean.X-average" 0.280348883913043
"145" "STANDING" 25 "tBodyAcc.mean.X-average" 0.278013701621622
"146" "STANDING" 26 "tBodyAcc.mean.X-average" 0.281127035405405
"147" "STANDING" 27 "tBodyAcc.mean.X-average" 0.279566921625
"148" "STANDING" 28 "tBodyAcc.mean.X-average" 0.277795069113924
"149" "STANDING" 29 "tBodyAcc.mean.X-average" 0.277965065846154
"150" "STANDING" 30 "tBodyAcc.mean.X-average" 0.277112699152542
"151" "LAYING" 1 "tBodyAcc.mean.X-average" 0.22159824394
"152" "LAYING" 2 "tBodyAcc.mean.X-average" 0.281373403958333
"153" "LAYING" 3 "tBodyAcc.mean.X-average" 0.275516852741935
"154" "LAYING" 4 "tBodyAcc.mean.X-average" 0.263559214981481
"155" "LAYING" 5 "tBodyAcc.mean.X-average" 0.278334325576923
"156" "LAYING" 6 "tBodyAcc.mean.X-average" 0.248656520140351
"157" "LAYING" 7 "tBodyAcc.mean.X-average" 0.250176694038462
"158" "LAYING" 8 "tBodyAcc.mean.X-average" 0.261254282907407
"159" "LAYING" 9 "tBodyAcc.mean.X-average" 0.2591955368
"160" "LAYING" 10 "tBodyAcc.mean.X-average" 0.280230574137931
"161" "LAYING" 11 "tBodyAcc.mean.X-average" 0.280592970877193
"162" "LAYING" 12 "tBodyAcc.mean.X-average" 0.260113433
"163" "LAYING" 13 "tBodyAcc.mean.X-average" 0.276716360483871
"164" "LAYING" 14 "tBodyAcc.mean.X-average" 0.233275439803922
"165" "LAYING" 15 "tBodyAcc.mean.X-average" 0.2894756525
"166" "LAYING" 16 "tBodyAcc.mean.X-average" 0.274227162571429
"167" "LAYING" 17 "tBodyAcc.mean.X-average" 0.269780085577465
"168" "LAYING" 18 "tBodyAcc.mean.X-average" 0.274691576923077
"169" "LAYING" 19 "tBodyAcc.mean.X-average" 0.272653733493976
"170" "LAYING" 20 "tBodyAcc.mean.X-average" 0.239507882205882
"171" "LAYING" 21 "tBodyAcc.mean.X-average" 0.271325472455556
"172" "LAYING" 22 "tBodyAcc.mean.X-average" 0.279959721194444
"173" "LAYING" 23 "tBodyAcc.mean.X-average" 0.274038007986111
"174" "LAYING" 24 "tBodyAcc.mean.X-average" 0.272850494930556
"175" "LAYING" 25 "tBodyAcc.mean.X-average" 0.250791828613699
"176" "LAYING" 26 "tBodyAcc.mean.X-average" 0.271645864540789
"177" "LAYING" 27 "tBodyAcc.mean.X-average" 0.274102492432432
"178" "LAYING" 28 "tBodyAcc.mean.X-average" 0.2759134825
"179" "LAYING" 29 "tBodyAcc.mean.X-average" 0.287295196811594
"180" "LAYING" 30 "tBodyAcc.mean.X-average" 0.281033900571429
"181" "WALKING" 1 "tBodyAcc.mean.Y-average" -0.0173838185273684
"182" "WALKING" 2 "tBodyAcc.mean.Y-average" -0.0185949199145763
"183" "WALKING" 3 "tBodyAcc.mean.Y-average" -0.0171767844203448
"184" "WALKING" 4 "tBodyAcc.mean.Y-average" -0.0148399475341667
"185" "WALKING" 5 "tBodyAcc.mean.Y-average" -0.0172850317482679
"186" "WALKING" 6 "tBodyAcc.mean.Y-average" -0.0168954189082456
"187" "WALKING" 7 "tBodyAcc.mean.Y-average" -0.018653665345614
"188" "WALKING" 8 "tBodyAcc.mean.Y-average" -0.0186628865310417
"189" "WALKING" 9 "tBodyAcc.mean.Y-average" -0.0180891971284423
"190" "WALKING" 10 "tBodyAcc.mean.Y-average" -0.017022351190566
"191" "WALKING" 11 "tBodyAcc.mean.Y-average" -0.0166475833623729
"192" "WALKING" 12 "tBodyAcc.mean.Y-average" -0.015560927606
"193" "WALKING" 13 "tBodyAcc.mean.Y-average" -0.0185660651947368
"194" "WALKING" 14 "tBodyAcc.mean.Y-average" -0.0217785380966102
"195" "WALKING" 15 "tBodyAcc.mean.Y-average" -0.0170809740090741
"196" "WALKING" 16 "tBodyAcc.mean.Y-average" -0.0204286929452941
"197" "WALKING" 17 "tBodyAcc.mean.Y-average" -0.0184875403339344
"198" "WALKING" 18 "tBodyAcc.mean.Y-average" -0.0178023631866071
"199" "WALKING" 19 "tBodyAcc.mean.Y-average" -0.0191773587903846
"200" "WALKING" 20 "tBodyAcc.mean.Y-average" -0.021199992245098
"201" "WALKING" 21 "tBodyAcc.mean.Y-average" -0.0181610317526923
"202" "WALKING" 22 "tBodyAcc.mean.Y-average" -0.0167213607957174
"203" "WALKING" 23 "tBodyAcc.mean.Y-average" -0.0183618711932203
"204" "WALKING" 24 "tBodyAcc.mean.Y-average" -0.0225446400534483
"205" "WALKING" 25 "tBodyAcc.mean.Y-average" -0.0186477624716216
"206" "WALKING" 26 "tBodyAcc.mean.Y-average" -0.0154259586949153
"207" "WALKING" 27 "tBodyAcc.mean.Y-average" -0.0166478783221912
"208" "WALKING" 28 "tBodyAcc.mean.Y-average" -0.0156759722981481
"209" "WALKING" 29 "tBodyAcc.mean.Y-average" -0.0162915600588679
"210" "WALKING" 30 "tBodyAcc.mean.Y-average" -0.0175880385730769
"211" "WALKING_UPSTAIRS" 1 "tBodyAcc.mean.Y-average" -0.0239531492643396
"212" "WALKING_UPSTAIRS" 2 "tBodyAcc.mean.Y-average" -0.0214121132045833
"213" "WALKING_UPSTAIRS" 3 "tBodyAcc.mean.Y-average" -0.0324109410555932
"214" "WALKING_UPSTAIRS" 4 "tBodyAcc.mean.Y-average" -0.0319804295729615
"215" "WALKING_UPSTAIRS" 5 "tBodyAcc.mean.Y-average" -0.0325269755153191
"216" "WALKING_UPSTAIRS" 6 "tBodyAcc.mean.Y-average" -0.0272425385070588
"217" "WALKING_UPSTAIRS" 7 "tBodyAcc.mean.Y-average" -0.0275639005607843
"218" "WALKING_UPSTAIRS" 8 "tBodyAcc.mean.Y-average" -0.0282415136341463
"219" "WALKING_UPSTAIRS" 9 "tBodyAcc.mean.Y-average" -0.0195101099975714
"220" "WALKING_UPSTAIRS" 10 "tBodyAcc.mean.Y-average" -0.0143854920340426
"221" "WALKING_UPSTAIRS" 11 "tBodyAcc.mean.Y-average" -0.0303157822055556
"222" "WALKING_UPSTAIRS" 12 "tBodyAcc.mean.Y-average" -0.0263574903403846
"223" "WALKING_UPSTAIRS" 13 "tBodyAcc.mean.Y-average" -0.0277392253910909
"224" "WALKING_UPSTAIRS" 14 "tBodyAcc.mean.Y-average" -0.0204388180024074
"225" "WALKING_UPSTAIRS" 15 "tBodyAcc.mean.Y-average" -0.0287523860708333
"226" "WALKING_UPSTAIRS" 16 "tBodyAcc.mean.Y-average" -0.0143654945011765
"227" "WALKING_UPSTAIRS" 17 "tBodyAcc.mean.Y-average" -0.0228645614308333
"228" "WALKING_UPSTAIRS" 18 "tBodyAcc.mean.Y-average" -0.0222060684378914
"229" "WALKING_UPSTAIRS" 19 "tBodyAcc.mean.Y-average" -0.0303986615775
"230" "WALKING_UPSTAIRS" 20 "tBodyAcc.mean.Y-average" -0.0282258047588235
"231" "WALKING_UPSTAIRS" 21 "tBodyAcc.mean.Y-average" -0.0237218695148936
"232" "WALKING_UPSTAIRS" 22 "tBodyAcc.mean.Y-average" -0.0268622561133333
"233" "WALKING_UPSTAIRS" 23 "tBodyAcc.mean.Y-average" -0.0323844029237255
"234" "WALKING_UPSTAIRS" 24 "tBodyAcc.mean.Y-average" -0.0251979434569492
"235" "WALKING_UPSTAIRS" 25 "tBodyAcc.mean.Y-average" -0.0269863524264615
"236" "WALKING_UPSTAIRS" 26 "tBodyAcc.mean.Y-average" -0.0281633797398182
"237" "WALKING_UPSTAIRS" 27 "tBodyAcc.mean.Y-average" -0.0200953324078431
"238" "WALKING_UPSTAIRS" 28 "tBodyAcc.mean.Y-average" -0.0279443943478431
"239" "WALKING_UPSTAIRS" 29 "tBodyAcc.mean.Y-average" -0.0299465312326531
"240" "WALKING_UPSTAIRS" 30 "tBodyAcc.mean.Y-average" -0.0253311698786154
"241" "WALKING_DOWNSTAIRS" 1 "tBodyAcc.mean.Y-average" -0.00991850461020408
"242" "WALKING_DOWNSTAIRS" 2 "tBodyAcc.mean.Y-average" -0.0226614158361702
"243" "WALKING_DOWNSTAIRS" 3 "tBodyAcc.mean.Y-average" -0.0193554079328571
"244" "WALKING_DOWNSTAIRS" 4 "tBodyAcc.mean.Y-average" -0.00980200850666667
"245" "WALKING_DOWNSTAIRS" 5 "tBodyAcc.mean.Y-average" -0.00850107533191489
"246" "WALKING_DOWNSTAIRS" 6 "tBodyAcc.mean.Y-average" -0.019536840063125
"247" "WALKING_DOWNSTAIRS" 7 "tBodyAcc.mean.Y-average" -0.0166332372978723
"248" "WALKING_DOWNSTAIRS" 8 "tBodyAcc.mean.Y-average" -0.0211058674973684
"249" "WALKING_DOWNSTAIRS" 9 "tBodyAcc.mean.Y-average" -0.0203994269075476
"250" "WALKING_DOWNSTAIRS" 10 "tBodyAcc.mean.Y-average" -0.0200050770710526
"251" "WALKING_DOWNSTAIRS" 11 "tBodyAcc.mean.Y-average" -0.0178097721219565
"252" "WALKING_DOWNSTAIRS" 12 "tBodyAcc.mean.Y-average" -0.018084266865793
"253" "WALKING_DOWNSTAIRS" 13 "tBodyAcc.mean.Y-average" -0.0143723839108511
"254" "WALKING_DOWNSTAIRS" 14 "tBodyAcc.mean.Y-average" -0.0200141413657778
"255" "WALKING_DOWNSTAIRS" 15 "tBodyAcc.mean.Y-average" -0.00563047804309524
"256" "WALKING_DOWNSTAIRS" 16 "tBodyAcc.mean.Y-average" -0.0183898583787234
"257" "WALKING_DOWNSTAIRS" 17 "tBodyAcc.mean.Y-average" -0.0167359404347826
"258" "WALKING_DOWNSTAIRS" 18 "tBodyAcc.mean.Y-average" -0.0168666920221818
"259" "WALKING_DOWNSTAIRS" 19 "tBodyAcc.mean.Y-average" -0.0145942275069487
"260" "WALKING_DOWNSTAIRS" 20 "tBodyAcc.mean.Y-average" -0.00964120773155556
"261" "WALKING_DOWNSTAIRS" 21 "tBodyAcc.mean.Y-average" -0.0173195390157778
"262" "WALKING_DOWNSTAIRS" 22 "tBodyAcc.mean.Y-average" -0.0197999371686389
"263" "WALKING_DOWNSTAIRS" 23 "tBodyAcc.mean.Y-average" -0.0162111457238889
"264" "WALKING_DOWNSTAIRS" 24 "tBodyAcc.mean.Y-average" -0.0145730348310909
"265" "WALKING_DOWNSTAIRS" 25 "tBodyAcc.mean.Y-average" -0.0210170522987931
"266" "WALKING_DOWNSTAIRS" 26 "tBodyAcc.mean.Y-average" -0.01262580966778
"267" "WALKING_DOWNSTAIRS" 27 "tBodyAcc.mean.Y-average" -0.0135564467159091
"268" "WALKING_DOWNSTAIRS" 28 "tBodyAcc.mean.Y-average" -0.0220230465913043
"269" "WALKING_DOWNSTAIRS" 29 "tBodyAcc.mean.Y-average" -0.01494121505625
"270" "WALKING_DOWNSTAIRS" 30 "tBodyAcc.mean.Y-average" -0.0174383900204839
"271" "SITTING" 1 "tBodyAcc.mean.Y-average" -0.00130828765170213
"272" "SITTING" 2 "tBodyAcc.mean.Y-average" -0.0156879937282609
"273" "SITTING" 3 "tBodyAcc.mean.Y-average" -0.00350299841730769
"274" "SITTING" 4 "tBodyAcc.mean.Y-average" -0.007163065158
"275" "SITTING" 5 "tBodyAcc.mean.Y-average" -0.00990083527045455
"276" "SITTING" 6 "tBodyAcc.mean.Y-average" -0.0145911615290909
"277" "SITTING" 7 "tBodyAcc.mean.Y-average" -0.01461097580375
"278" "SITTING" 8 "tBodyAcc.mean.Y-average" -0.00672550621304348
"279" "SITTING" 9 "tBodyAcc.mean.Y-average" -0.02701677698
"280" "SITTING" 10 "tBodyAcc.mean.Y-average" -0.015042681852037
"281" "SITTING" 11 "tBodyAcc.mean.Y-average" -0.0149195616754717
"282" "SITTING" 12 "tBodyAcc.mean.Y-average" -0.0157892988523529
"283" "SITTING" 13 "tBodyAcc.mean.Y-average" -0.00587732936326531
"284" "SITTING" 14 "tBodyAcc.mean.Y-average" -0.00870565463888889
"285" "SITTING" 15 "tBodyAcc.mean.Y-average" -0.0117188472271186
"286" "SITTING" 16 "tBodyAcc.mean.Y-average" -0.0102497939956522
"287" "SITTING" 17 "tBodyAcc.mean.Y-average" -0.014156274084375
"288" "SITTING" 18 "tBodyAcc.mean.Y-average" -0.0128691279736842
"289" "SITTING" 19 "tBodyAcc.mean.Y-average" -0.016739260030137
"290" "SITTING" 20 "tBodyAcc.mean.Y-average" -0.0147229305131818
"291" "SITTING" 21 "tBodyAcc.mean.Y-average" -0.0144009705494118
"292" "SITTING" 22 "tBodyAcc.mean.Y-average" -0.0123468446419355
"293" "SITTING" 23 "tBodyAcc.mean.Y-average" -0.0133945015676471
"294" "SITTING" 24 "tBodyAcc.mean.Y-average" -0.0131255097938235
"295" "SITTING" 25 "tBodyAcc.mean.Y-average" -0.0147696808030769
"296" "SITTING" 26 "tBodyAcc.mean.Y-average" -0.00713364541358974
"297" "SITTING" 27 "tBodyAcc.mean.Y-average" -0.0155269799285714
"298" "SITTING" 28 "tBodyAcc.mean.Y-average" -0.0185404441258333
"299" "SITTING" 29 "tBodyAcc.mean.Y-average" -0.016630680375
"300" "SITTING" 30 "tBodyAcc.mean.Y-average" -0.00804731295322581
"301" "STANDING" 1 "tBodyAcc.mean.Y-average" -0.0161375901037736
"302" "STANDING" 2 "tBodyAcc.mean.Y-average" -0.0184208270166667
"303" "STANDING" 3 "tBodyAcc.mean.Y-average" -0.0143376555065574
"304" "STANDING" 4 "tBodyAcc.mean.Y-average" -0.00948911098553571
"305" "STANDING" 5 "tBodyAcc.mean.Y-average" -0.00700418554517857
"306" "STANDING" 6 "tBodyAcc.mean.Y-average" -0.0181236327175439
"307" "STANDING" 7 "tBodyAcc.mean.Y-average" -0.0145740341037736
"308" "STANDING" 8 "tBodyAcc.mean.Y-average" -0.0148113067148148
"309" "STANDING" 9 "tBodyAcc.mean.Y-average" -0.0200454954022222
"310" "STANDING" 10 "tBodyAcc.mean.Y-average" -0.0155418603409091
"311" "STANDING" 11 "tBodyAcc.mean.Y-average" -0.0171990886595745
"312" "STANDING" 12 "tBodyAcc.mean.Y-average" -0.0169002543196721
"313" "STANDING" 13 "tBodyAcc.mean.Y-average" -0.0167891993964912
"314" "STANDING" 14 "tBodyAcc.mean.Y-average" -0.01520781344
"315" "STANDING" 15 "tBodyAcc.mean.Y-average" -0.0183516360396226
"316" "STANDING" 16 "tBodyAcc.mean.Y-average" -0.0165999672935897
"317" "STANDING" 17 "tBodyAcc.mean.Y-average" -0.0174120064169231
"318" "STANDING" 18 "tBodyAcc.mean.Y-average" -0.0166353518150685
"319" "STANDING" 19 "tBodyAcc.mean.Y-average" -0.0154244056945205
"320" "STANDING" 20 "tBodyAcc.mean.Y-average" -0.0180695049161644
"321" "STANDING" 21 "tBodyAcc.mean.Y-average" -0.0167084730205618
"322" "STANDING" 22 "tBodyAcc.mean.Y-average" -0.0158563207496825
"323" "STANDING" 23 "tBodyAcc.mean.Y-average" -0.0177475547867647
"324" "STANDING" 24 "tBodyAcc.mean.Y-average" -0.0144785340348986
"325" "STANDING" 25 "tBodyAcc.mean.Y-average" -0.0163569730274324
"326" "STANDING" 26 "tBodyAcc.mean.Y-average" -0.0166608306652703
"327" "STANDING" 27 "tBodyAcc.mean.Y-average" -0.016593236445
"328" "STANDING" 28 "tBodyAcc.mean.Y-average" -0.0172635124672152
"329" "STANDING" 29 "tBodyAcc.mean.Y-average" -0.0172605869061538
"330" "STANDING" 30 "tBodyAcc.mean.Y-average" -0.0170163887813559
"331" "LAYING" 1 "tBodyAcc.mean.Y-average" -0.0405139534294
"332" "LAYING" 2 "tBodyAcc.mean.Y-average" -0.0181587397583333
"333" "LAYING" 3 "tBodyAcc.mean.Y-average" -0.0189556785048387
"334" "LAYING" 4 "tBodyAcc.mean.Y-average" -0.0150031841055556
"335" "LAYING" 5 "tBodyAcc.mean.Y-average" -0.0183042123269231
"336" "LAYING" 6 "tBodyAcc.mean.Y-average" -0.0102529170561404
"337" "LAYING" 7 "tBodyAcc.mean.Y-average" -0.0204411516884615
